year,state,disability,total_6to21,aian5,api5,black5,hisp5,white5,total_ethnicity5,hisp7,aian7,asian7,black7,nhpi7,white7,tworace7,total_ethnicity7,Ethnicity,el_yes,el_no
2016,Georgia,Intellectual disability,16663,NA,NA,NA,NA,NA,NA,1798,26,267,8975,12,5181,404,NA,NA,823,15840
2016,Georgia,Multiple disabilities,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,Georgia,Orthopedic impairment,728,NA,NA,NA,NA,NA,NA,117,2,41,214,0,334,20,NA,NA,73,655
2016,Georgia,Other health impairment,31358,NA,NA,NA,NA,NA,NA,2405,61,293,11778,21,15629,1171,NA,NA,881,30477
2016,Georgia,Specific learning disability,72524,NA,NA,NA,NA,NA,NA,13586,149,791,29488,49,26273,2188,NA,NA,8204,64320
2016,Georgia,Speech or language impairment,23156,NA,NA,NA,NA,NA,NA,2870,44,613,7107,20,11608,894,NA,NA,2005,21151
2016,Georgia,Traumatic brain injury,431,NA,NA,NA,NA,NA,NA,49,0,11,166,0,188,17,NA,NA,23,408
2016,Georgia,Visual impairment,716,NA,NA,NA,NA,NA,NA,86,0,37,243,1,324,25,NA,NA,43,673
2017,Georgia,All Disabilities,195434,NA,NA,NA,NA,NA,NA,27761,401,3456,78220,157,78552,6887,NA,NA,14507,180927
2017,Georgia,Autism,19087,NA,NA,NA,NA,NA,NA,2137,38,809,7092,16,8249,746,NA,NA,976,18111
2017,Georgia,Deaf-blindness,26,NA,NA,NA,NA,NA,NA,3,0,1,7,0,14,1,NA,NA,0,26
2017,Georgia,Developmental delay,14797,NA,NA,NA,NA,NA,NA,2259,25,347,6069,18,5474,605,NA,NA,1697,13100
2017,Georgia,Emotional disturbance,10653,NA,NA,NA,NA,NA,NA,706,34,47,5184,13,4201,468,NA,NA,155,10498
2017,Georgia,Hearing impairment,1634,NA,NA,NA,NA,NA,NA,329,1,64,621,1,569,49,NA,NA,116,1518
2017,Georgia,Intellectual disability,16618,NA,NA,NA,NA,NA,NA,1898,33,277,8900,13,5080,417,NA,NA,913,15705
2017,Georgia,Multiple disabilities,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,Georgia,Orthopedic impairment,706,NA,NA,NA,NA,NA,NA,118,2,39,208,0,323,16,NA,NA,60,646
2017,Georgia,Other health impairment,32663,NA,NA,NA,NA,NA,NA,2610,69,311,12364,21,16009,1279,NA,NA,870,31793
2017,Georgia,Specific learning disability,75064,NA,NA,NA,NA,NA,NA,14660,165,835,30433,57,26579,2335,NA,NA,7889,67175
2017,Georgia,Speech or language impairment,23050,NA,NA,NA,NA,NA,NA,2902,33,680,6920,17,11563,935,NA,NA,1771,21279
2017,Georgia,Traumatic brain injury,424,NA,NA,NA,NA,NA,NA,54,0,12,170,0,177,11,NA,NA,26,398
2017,Georgia,Visual impairment,712,NA,NA,NA,NA,NA,NA,85,1,34,252,1,314,25,NA,NA,34,678
2018,Georgia,All Disabilities,200450,NA,NA,NA,NA,NA,NA,29818,399,3731,79929,154,79112,7307,NA,NA,16528,183922
2018,Georgia,Autism,20643,NA,NA,NA,NA,NA,NA,2418,39,896,7802,18,8650,820,NA,NA,1221,19422
2018,Georgia,Deaf-blindness,29,NA,NA,NA,NA,NA,NA,4,0,1,9,0,14,1,NA,NA,0,29
2018,Georgia,Developmental delay,15242,NA,NA,NA,NA,NA,NA,2390,22,407,6092,14,5700,617,NA,NA,1759,13483
2018,Georgia,Emotional disturbance,10286,NA,NA,NA,NA,NA,NA,718,28,57,5036,12,3967,468,NA,NA,183,10103
2018,Georgia,Hearing impairment,1653,NA,NA,NA,NA,NA,NA,357,0,66,606,1,572,51,NA,NA,144,1509
2018,Georgia,Intellectual disability,16631,NA,NA,NA,NA,NA,NA,2002,31,281,8865,12,5002,438,NA,NA,1024,15607
2018,Georgia,Multiple disabilities,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,Georgia,Orthopedic impairment,688,NA,NA,NA,NA,NA,NA,124,1,40,203,0,304,16,NA,NA,61,627
2018,Georgia,Other health impairment,33847,NA,NA,NA,NA,NA,NA,2851,69,335,12930,19,16248,1395,NA,NA,1076,32771
2018,Georgia,Specific learning disability,76925,NA,NA,NA,NA,NA,NA,15799,172,866,31088,56,26494,2450,NA,NA,9149,67776
2018,Georgia,Speech or language impairment,23378,NA,NA,NA,NA,NA,NA,3020,35,733,6876,21,11677,1016,NA,NA,1845,21533
2018,Georgia,Traumatic brain injury,403,NA,NA,NA,NA,NA,NA,44,0,13,172,0,163,11,NA,NA,29,374
2018,Georgia,Visual impairment,725,NA,NA,NA,NA,NA,NA,91,2,36,250,1,321,24,NA,NA,37,688
2005,Guam,Mental retardation,92,0,89,NA,NA,0,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,Guam,Hearing impairments,46,0,46,0,0,0,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,Guam,Speech or language impairments,218,0,212,0,0,6,218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,Guam,Visual impairments,11,0,11,0,0,0,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,Guam,Emotional disturbance,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,Guam,Orthopedic impairments,28,0,NA,NA,0,0,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,Guam,Other health impairments,99,0,97,0,NA,NA,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,Guam,Specific learning disabilities,1638,NA,1612,NA,5,19,1638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,Guam,Deaf-blindness,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,Guam,Multiple disabilities,60,0,57,0,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,Guam,Autism,59,0,NA,0,0,NA,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,Guam,Traumatic brain injury,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,Guam,Developmental delay,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,Guam,All disabilities,2309,NA,2263,NA,11,31,2309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,Guam,Mental retardation,83,0,80,NA,NA,0,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,Guam,Hearing impairments,48,0,48,0,0,0,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,Guam,Speech or language impairments,220,0,215,0,0,5,220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,Guam,Visual impairments,11,0,11,0,0,0,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,Guam,Emotional disturbance,83,0,NA,0,0,NA,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,Guam,Orthopedic impairments,31,0,NA,NA,0,0,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,Guam,Other health impairments,122,0,NA,0,0,NA,122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,Guam,Specific learning disabilities,1503,NA,1482,NA,NA,16,1503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,Guam,Deaf-blindness,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,Guam,Multiple disabilities,55,0,53,0,NA,NA,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,Guam,Autism,60,0,NA,0,0,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,Guam,Traumatic brain injury,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,Guam,Developmental delay,7,0,NA,0,0,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,Guam,All disabilities,2228,NA,2191,NA,6,27,2228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,Guam,Mental retardation,77,0,75,NA,NA,0,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,Guam,Hearing impairments,54,0,51,NA,0,NA,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,Guam,Speech or language impairments,217,0,211,0,NA,NA,211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,Guam,Visual impairments,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,Guam,Emotional disturbance,96,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,Guam,Orthopedic impairments,29,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,Guam,Other health impairments,128,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,Guam,Specific learning disabilities,1348,NA,1333,NA,0,13,1346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,Guam,Deaf-blindness,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,Guam,Multiple disabilities,56,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,Guam,Autism,75,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,Guam,Traumatic brain injury,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,Guam,Developmental delay,5,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,Guam,All disabilities,2097,NA,2061,NA,NA,25,2086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008,Guam,Mental retardation,74,0,NA,0,NA,NA,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008,Guam,Hearing impairments,56,0,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008,Guam,Speech or language impairments,181,0,176,0,NA,NA,181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008,Guam,Visual impairments,8,NA,NA,NA,NA,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008,Guam,Emotional disturbance,119,0,NA,NA,NA,NA,119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008,Guam,Orthopedic impairments,28,0,28,0,0,0,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008,Guam,Other health impairments,153,0,151,0,NA,NA,153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008,Guam,Specific learning disabilities,1206,0,1193,0,0,13,1206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008,Guam,Deaf-blindness,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008,Guam,Multiple disabilities,67,NA,NA,0,NA,NA,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008,Guam,Autism,91,0,NA,0,NA,NA,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008,Guam,Traumatic brain injury,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008,Guam,Developmental delay,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008,Guam,All disabilities,1988,0,1957,NA,NA,25,1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,Guam,Mental retardation,72,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA
2009,Guam,Hearing impairments,60,0,NA,0,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA
2009,Guam,Speech or language impairments,198,0,195,0,NA,NA,198,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA
2009,Guam,Visual impairments,13,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA
2009,Guam,Emotional disturbance,118,0,115,NA,NA,NA,118,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA
2009,Guam,Orthopedic impairments,29,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA
2009,Guam,Other health impairments,171,0,NA,NA,NA,NA,171,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA
2009,Guam,Specific learning disabilities,1079,NA,1066,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA
2009,Guam,Deaf-blindness,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA
2009,Guam,Multiple disabilities,59,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA
2009,Guam,Autism,105,0,NA,0,NA,NA,105,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA
2009,Guam,Traumatic brain injury,NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA
2009,Guam,Developmental delay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA
2009,Guam,All disabilities,1906,NA,1874,NA,5,22,1906,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA
2010,Guam,Mental retardation,72,NA,NA,NA,NA,NA,NA,0,0,NA,0,56,0,NA,NA,NA,NA,NA
2010,Guam,Hearing impairments,51,NA,NA,NA,NA,NA,NA,0,0,NA,0,39,NA,0,51,NA,NA,NA
2010,Guam,Speech or language impairments,188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,133,0,NA,188,NA,NA,NA
2010,Guam,Visual impairments,14,NA,NA,NA,NA,NA,NA,0,0,NA,0,13,0,0,NA,NA,NA,NA
2010,Guam,Emotional disturbance,126,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,114,NA,NA,126,NA,NA,NA
2010,Guam,Orthopedic impairments,28,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA
2010,Guam,Other health impairments,161,NA,NA,NA,NA,NA,NA,0,0,NA,NA,141,NA,NA,NA,NA,NA,NA
2010,Guam,Specific learning disabilities,1015,NA,NA,NA,NA,NA,NA,NA,NA,108,NA,884,10,8,NA,NA,NA,NA
2010,Guam,Deaf-blindness,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0,0,NA,NA,NA,NA
2010,Guam,Multiple disabilities,65,NA,NA,NA,NA,NA,NA,0,0,9,0,52,NA,NA,NA,NA,NA,NA
2010,Guam,Autism,116,NA,NA,NA,NA,NA,NA,0,0,44,0,63,NA,NA,116,NA,NA,NA
2010,Guam,Traumatic brain injury,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0,0,NA,NA,NA,NA
2010,Guam,Developmental delay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,Guam,All disabilities,1838,NA,NA,NA,NA,NA,NA,NA,NA,264,6,1517,22,24,1838,NA,NA,NA
2011,Guam,Intellectual disabilities,83,NA,NA,NA,NA,NA,NA,0,0,16,0,65,0,NA,NA,NA,NA,NA
2011,Guam,Hearing impairments,49,NA,NA,NA,NA,NA,NA,0,0,NA,0,39,0,0,NA,NA,NA,NA
2011,Guam,Speech or language impairments,165,NA,NA,NA,NA,NA,NA,0,NA,43,NA,119,0,NA,165,NA,NA,NA
2011,Guam,Visual impairments,13,NA,NA,NA,NA,NA,NA,0,0,NA,0,12,0,0,NA,NA,NA,NA
2011,Guam,Emotional disturbance,116,NA,NA,NA,NA,NA,NA,0,0,NA,NA,108,NA,NA,116,NA,NA,NA
2011,Guam,Orthopedic impairments,19,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,NA,NA,NA,NA
2011,Guam,Other health impairments,171,NA,NA,NA,NA,NA,NA,0,0,15,NA,151,NA,NA,NA,NA,NA,NA
2011,Guam,Specific learning disabilities,1022,NA,NA,NA,NA,NA,NA,NA,NA,102,0,896,10,9,NA,NA,NA,NA
2011,Guam,Deaf-blindness,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0,0,NA,NA,NA,NA
2011,Guam,Multiple disabilities,73,NA,NA,NA,NA,NA,NA,0,0,13,0,56,NA,NA,NA,NA,NA,NA
2011,Guam,Autism,121,NA,NA,NA,NA,NA,NA,0,0,50,0,64,NA,NA,121,NA,NA,NA
2011,Guam,Traumatic brain injury,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0,0,NA,NA,NA,NA
2011,Guam,Developmental delay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,Guam,All disabilities,1834,NA,NA,NA,NA,NA,NA,NA,NA,257,NA,1527,18,22,1834,NA,NA,NA
2012,Guam,All Disabilities,1856,NA,NA,NA,NA,NA,NA,3,NA,267,5,1531,NA,24,NA,NA,87,1769
2012,Guam,Autism,132,NA,NA,NA,NA,NA,NA,0,NA,57,0,68,NA,5,NA,NA,NA,NA
2012,Guam,Deaf-blindness,1,NA,NA,NA,NA,NA,NA,0,NA,0,0,1,NA,0,NA,NA,NA,NA
2012,Guam,Developmental delay (valid only for children ages 3-9 when defined by state),0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,Guam,Emotional disturbance,118,NA,NA,NA,NA,NA,NA,0,NA,3,2,110,NA,1,NA,NA,NA,NA
2012,Guam,Hearing impairment,42,NA,NA,NA,NA,NA,NA,1,NA,7,0,33,NA,1,NA,NA,NA,NA
2012,Guam,Intellectual disability,79,NA,NA,NA,NA,NA,NA,0,NA,11,0,64,NA,4,NA,NA,NA,NA
2012,Guam,Multiple disabilities,80,NA,NA,NA,NA,NA,NA,0,NA,17,0,60,NA,1,NA,NA,NA,NA
2012,Guam,Orthopedic impairment,15,NA,NA,NA,NA,NA,NA,0,NA,4,0,10,NA,1,NA,NA,NA,NA
2012,Guam,Other health impairment,176,NA,NA,NA,NA,NA,NA,0,NA,15,1,154,NA,1,NA,NA,NA,NA
2012,Guam,Specific learning disability,1034,NA,NA,NA,NA,NA,NA,2,NA,113,2,896,NA,9,NA,NA,NA,NA
2012,Guam,Speech or language impairment,162,NA,NA,NA,NA,NA,NA,0,NA,39,0,119,NA,1,NA,NA,NA,NA
2012,Guam,Traumatic brain injury,1,NA,NA,NA,NA,NA,NA,0,NA,0,0,1,NA,0,NA,NA,NA,NA
2012,Guam,Visual impairment,16,NA,NA,NA,NA,NA,NA,0,NA,1,0,15,NA,0,NA,NA,NA,NA
2013,Guam,All Disabilities,1815,NA,NA,NA,NA,NA,NA,6,4,266,4,1498,15,22,NA,NA,98,1717
2013,Guam,Autism,143,NA,NA,NA,NA,NA,NA,0,0,63,0,75,1,4,NA,NA,9,134
2013,Guam,Deaf-blindness,1,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,NA,NA,0,1
2013,Guam,Developmental delay (valid only for children ages 3-9 when defined by state),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,Guam,Emotional disturbance,108,NA,NA,NA,NA,NA,NA,0,0,4,1,101,1,1,NA,NA,4,104
2013,Guam,Hearing impairment,42,NA,NA,NA,NA,NA,NA,1,0,9,0,31,0,1,NA,NA,8,34
2013,Guam,Intellectual disability,73,NA,NA,NA,NA,NA,NA,0,0,11,0,58,0,4,NA,NA,7,66
2013,Guam,Multiple disabilities,77,NA,NA,NA,NA,NA,NA,1,0,16,0,58,1,1,NA,NA,7,70
2013,Guam,Orthopedic impairment,12,NA,NA,NA,NA,NA,NA,0,0,3,0,8,0,1,NA,NA,0,12
2013,Guam,Other health impairment,180,NA,NA,NA,NA,NA,NA,1,0,17,1,157,3,1,NA,NA,11,169
2013,Guam,Specific learning disability,1021,NA,NA,NA,NA,NA,NA,2,4,114,2,886,6,7,NA,NA,41,980
2013,Guam,Speech or language impairment,140,NA,NA,NA,NA,NA,NA,1,0,28,0,106,3,2,NA,NA,9,131
2013,Guam,Traumatic brain injury,3,NA,NA,NA,NA,NA,NA,0,0,0,0,3,0,0,NA,NA,0,3
2013,Guam,Visual impairment,15,NA,NA,NA,NA,NA,NA,0,0,1,0,14,0,0,NA,NA,2,13
2014,Guam,All Disabilities,1855,NA,NA,NA,NA,NA,NA,7,NA,277,NA,1529,14,22,NA,NA,94,1761
2014,Guam,Autism,154,NA,NA,NA,NA,NA,NA,0,NA,68,NA,78,2,6,NA,NA,9,145
2014,Guam,Deaf-blindness,1,NA,NA,NA,NA,NA,NA,0,NA,0,NA,1,0,0,NA,NA,0,1
2014,Guam,Developmental delay,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,Guam,Emotional disturbance,107,NA,NA,NA,NA,NA,NA,1,NA,5,NA,99,1,0,NA,NA,3,104
2014,Guam,Hearing impairment,40,NA,NA,NA,NA,NA,NA,0,NA,10,NA,29,0,1,NA,NA,8,32
2014,Guam,Intellectual disability,72,NA,NA,NA,NA,NA,NA,0,NA,10,NA,58,0,4,NA,NA,5,67
2014,Guam,Multiple disabilities,91,NA,NA,NA,NA,NA,NA,1,NA,17,NA,71,1,1,NA,NA,8,83
2014,Guam,Orthopedic impairment,13,NA,NA,NA,NA,NA,NA,0,NA,3,NA,9,0,1,NA,NA,0,13
2014,Guam,Other health impairment,192,NA,NA,NA,NA,NA,NA,2,NA,24,NA,163,2,1,NA,NA,13,179
2014,Guam,Specific learning disability,1037,NA,NA,NA,NA,NA,NA,3,NA,111,NA,906,6,6,NA,NA,35,1002
2014,Guam,Speech or language impairment,129,NA,NA,NA,NA,NA,NA,0,NA,29,NA,97,2,1,NA,NA,9,120
2014,Guam,Traumatic brain injury,3,NA,NA,NA,NA,NA,NA,0,NA,0,NA,2,0,1,NA,NA,0,3
2014,Guam,Visual impairment,16,NA,NA,NA,NA,NA,NA,0,NA,0,NA,16,0,0,NA,NA,4,12
2015,Guam,All Disabilities,1877,NA,NA,NA,NA,NA,NA,6,NA,265,0,1571,NA,18,NA,NA,69,1808
2015,Guam,Autism,157,NA,NA,NA,NA,NA,NA,0,NA,67,0,84,NA,4,NA,NA,7,150
2015,Guam,Deaf-blindness,1,NA,NA,NA,NA,NA,NA,0,NA,0,0,1,NA,0,NA,NA,0,1
2015,Guam,Developmental delay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,Guam,Emotional disturbance,101,NA,NA,NA,NA,NA,NA,1,NA,4,0,95,NA,0,NA,NA,2,99
2015,Guam,Hearing impairment,37,NA,NA,NA,NA,NA,NA,0,NA,8,0,29,NA,0,NA,NA,8,29
2015,Guam,Intellectual disability,66,NA,NA,NA,NA,NA,NA,1,NA,8,0,56,NA,1,NA,NA,4,62
2015,Guam,Multiple disabilities,91,NA,NA,NA,NA,NA,NA,0,NA,15,0,74,NA,1,NA,NA,6,85
2015,Guam,Orthopedic impairment,18,NA,NA,NA,NA,NA,NA,0,NA,4,0,13,NA,1,NA,NA,0,18
2015,Guam,Other health impairment,196,NA,NA,NA,NA,NA,NA,2,NA,24,0,167,NA,2,NA,NA,6,190
2015,Guam,Specific learning disability,1080,NA,NA,NA,NA,NA,NA,2,NA,111,0,949,NA,7,NA,NA,29,1051
2015,Guam,Speech or language impairment,112,NA,NA,NA,NA,NA,NA,0,NA,23,0,86,NA,2,NA,NA,6,106
2015,Guam,Traumatic brain injury,2,NA,NA,NA,NA,NA,NA,0,NA,1,0,1,NA,0,NA,NA,0,2
2015,Guam,Visual impairment,16,NA,NA,NA,NA,NA,NA,0,NA,0,0,16,NA,0,NA,NA,1,15
2016,Guam,All Disabilities,1853,NA,NA,NA,NA,NA,NA,6,NA,275,NA,1536,NA,17,NA,NA,97,1756
2016,Guam,Autism,159,NA,NA,NA,NA,NA,NA,0,NA,66,NA,87,NA,4,NA,NA,8,151
2016,Guam,Deaf-blindness,1,NA,NA,NA,NA,NA,NA,0,NA,0,NA,1,NA,0,NA,NA,0,1
2016,Guam,Developmental delay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,Guam,Emotional disturbance,92,NA,NA,NA,NA,NA,NA,1,NA,5,NA,86,NA,0,NA,NA,5,87
2016,Guam,Hearing impairment,37,NA,NA,NA,NA,NA,NA,0,NA,7,NA,30,NA,0,NA,NA,11,26
2016,Guam,Intellectual disability,56,NA,NA,NA,NA,NA,NA,1,NA,8,NA,46,NA,1,NA,NA,5,51
2016,Guam,Multiple disabilities,92,NA,NA,NA,NA,NA,NA,0,NA,19,NA,71,NA,0,NA,NA,11,81
2016,Guam,Orthopedic impairment,14,NA,NA,NA,NA,NA,NA,1,NA,4,NA,8,NA,1,NA,NA,0,14
2016,Guam,Other health impairment,203,NA,NA,NA,NA,NA,NA,0,NA,25,NA,173,NA,3,NA,NA,4,199
2016,Guam,Specific learning disability,1091,NA,NA,NA,NA,NA,NA,2,NA,119,NA,951,NA,7,NA,NA,45,1046
2016,Guam,Speech or language impairment,89,NA,NA,NA,NA,NA,NA,1,NA,22,NA,64,NA,1,NA,NA,4,85
2016,Guam,Traumatic brain injury,2,NA,NA,NA,NA,NA,NA,0,NA,0,NA,2,NA,0,NA,NA,0,2
2016,Guam,Visual impairment,17,NA,NA,NA,NA,NA,NA,0,NA,0,NA,17,NA,0,NA,NA,4,13
2017,Guam,All Disabilities,1848,NA,NA,NA,NA,NA,NA,5,NA,274,0,1542,NA,13,NA,NA,109,1739
2017,Guam,Autism,172,NA,NA,NA,NA,NA,NA,0,NA,68,0,97,NA,4,NA,NA,10,162
2017,Guam,Deaf-blindness,1,NA,NA,NA,NA,NA,NA,0,NA,0,0,1,NA,0,NA,NA,0,1
2017,Guam,Developmental delay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,Guam,Emotional disturbance,92,NA,NA,NA,NA,NA,NA,2,NA,5,0,85,NA,0,NA,NA,4,88
2017,Guam,Hearing impairment,35,NA,NA,NA,NA,NA,NA,0,NA,5,0,30,NA,0,NA,NA,10,25
2017,Guam,Intellectual disability,56,NA,NA,NA,NA,NA,NA,1,NA,10,0,44,NA,1,NA,NA,7,49
2017,Guam,Multiple disabilities,87,NA,NA,NA,NA,NA,NA,0,NA,16,0,69,NA,0,NA,NA,10,77
2017,Guam,Orthopedic impairment,11,NA,NA,NA,NA,NA,NA,0,NA,5,0,6,NA,0,NA,NA,1,10
2017,Guam,Other health impairment,200,NA,NA,NA,NA,NA,NA,0,NA,28,0,170,NA,1,NA,NA,7,193
2017,Guam,Specific learning disability,1084,NA,NA,NA,NA,NA,NA,2,NA,113,0,955,NA,6,NA,NA,50,1034
2017,Guam,Speech or language impairment,90,NA,NA,NA,NA,NA,NA,0,NA,24,0,65,NA,1,NA,NA,5,85
2017,Guam,Traumatic brain injury,3,NA,NA,NA,NA,NA,NA,0,NA,0,0,3,NA,0,NA,NA,0,3
2017,Guam,Visual impairment,17,NA,NA,NA,NA,NA,NA,0,NA,0,0,17,NA,0,NA,NA,5,12
