year,state,disability,total_6to21,aian,api,black,hisp,white,total_ethnicity,tworace,el_yes,el_no
2016,Connecticut,DB,10,0,0,1,1,7,10,1,0,10
2016,Connecticut,DD,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
2016,Connecticut,ED,5440,20,62,1083,1525,2537,5440,213,225,5215
2016,Connecticut,HI,497,3,32,60,156,243,497,3,57,440
2016,Connecticut,ID,2509,7,74,560,798,1028,2509,42,372,2137
2016,Connecticut,MI,2845,4,108,514,688,1464,2845,67,175,2670
2016,Connecticut,OI,50,0,5,5,11,26,50,3,4,46
2016,Connecticut,OHI,14989,62,210,2329,4002,7945,14989,441,1048,13941
2016,Connecticut,SLD,25592,62,343,4498,8007,12086,25592,596,3212,22380
2016,Connecticut,SLI,8095,21,304,1178,2538,3808,8095,246,1167,6928
2016,Connecticut,TBI,110,0,5,20,23,62,110,0,10,100
2016,Connecticut,VI,128,1,2,22,41,59,128,3,6,122
2017,Connecticut,All disabilities,70638,226,1594,11525,20807,34392,70638,2094,7162,63476
2017,Connecticut,Aut,8543,23,417,1131,1784,4920,8543,268,416,8127
2017,Connecticut,DB,11,0,0,1,2,7,11,1,1,10
2017,Connecticut,DD,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
2017,Connecticut,ED,5526,24,57,1056,1576,2583,5526,230,222,5304
2017,Connecticut,HI,473,3,35,57,152,221,473,5,66,407
2017,Connecticut,ID,2554,7,67,592,829,1013,2554,46,406,2148
2017,Connecticut,MI,2820,5,115,487,697,1445,2820,71,179,2641
2017,Connecticut,OI,48,0,3,6,10,27,48,2,3,45
2017,Connecticut,OHI,15618,76,211,2409,4258,8151,15618,513,1130,14488
2017,Connecticut,SLD,26850,66,363,4640,8839,12278,26850,664,3484,23366
2017,Connecticut,SLI,7973,22,318,1109,2599,3632,7973,293,1237,6736
2017,Connecticut,TBI,105,0,4,16,25,60,105,0,10,95
2017,Connecticut,VI,117,0,4,21,36,55,117,1,8,109
2018,Connecticut,All disabilities,72551,196,1638,11682,22030,34617,72551,2388,7830,64721
2018,Connecticut,Aut,8971,18,456,1201,2026,4951,8971,319,494,8477
2018,Connecticut,DB,8,0,0,0,1,6,8,1,0,8
2018,Connecticut,DD,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
2018,Connecticut,ED,5691,16,67,1089,1645,2624,5691,250,215,5476
2018,Connecticut,HI,462,3,31,54,152,218,462,4,67,395
2018,Connecticut,ID,2570,6,75,591,853,979,2570,66,423,2147
2018,Connecticut,MI,2798,7,117,480,708,1415,2798,71,181,2617
2018,Connecticut,OI,40,0,2,8,6,22,40,2,3,37
2018,Connecticut,OHI,15956,63,203,2408,4504,8163,15956,615,1226,14730
2018,Connecticut,SLD,28019,63,353,4756,9483,12594,28019,770,3882,24137
2018,Connecticut,SLI,7814,20,327,1062,2583,3536,7814,286,1318,6496
2018,Connecticut,TBI,100,0,3,16,27,54,100,0,8,92
2018,Connecticut,VI,122,0,4,17,42,55,122,4,13,109
2005,Delaware,ID,2070,NA,NA,1106,154,786,2070,NA,NA,NA
2005,Delaware,HI,266,0,11,77,35,143,266,NA,NA,NA
2005,Delaware,SLI,1671,NA,NA,378,106,1153,1671,NA,NA,NA
2005,Delaware,VI,41,0,NA,14,NA,25,41,NA,NA,NA
2005,Delaware,ED,847,NA,NA,344,45,448,847,NA,NA,NA
2005,Delaware,OI,467,NA,NA,144,38,276,467,NA,NA,NA
2005,Delaware,OHI,1681,NA,NA,503,77,1087,1681,NA,NA,NA
2005,Delaware,SLD,9173,26,56,3869,920,4302,9173,NA,NA,NA
2005,Delaware,DB,44,0,NA,9,NA,25,44,NA,NA,NA
2005,Delaware,MI,0,0,0,0,0,0,0,NA,NA,NA
2005,Delaware,Aut,498,NA,NA,134,13,338,498,NA,NA,NA
2005,Delaware,TBI,26,0,NA,10,NA,13,26,NA,NA,NA
2005,Delaware,DD,0,0,0,0,0,0,0,NA,NA,NA
2005,Delaware,All disabilities,16784,NA,NA,6588,1399,8596,16784,NA,NA,NA
2006,Delaware,ID,2000,NA,NA,1071,156,751,2000,NA,NA,NA
2006,Delaware,HI,271,0,11,73,35,152,271,NA,NA,NA
2006,Delaware,SLI,1724,NA,NA,381,104,1200,1724,NA,NA,NA
2006,Delaware,VI,45,0,NA,13,NA,29,45,NA,NA,NA
2006,Delaware,ED,876,NA,NA,365,47,452,876,NA,NA,NA
2006,Delaware,OI,427,NA,NA,121,35,263,427,NA,NA,NA
2006,Delaware,OHI,1860,NA,NA,592,96,1158,1860,NA,NA,NA
2006,Delaware,SLD,9297,26,64,3950,965,4292,9297,NA,NA,NA
2006,Delaware,DB,45,0,NA,13,NA,24,45,NA,NA,NA
2006,Delaware,MI,0,0,0,0,0,0,0,NA,NA,NA
2006,Delaware,Aut,576,NA,NA,148,17,395,576,NA,NA,NA
2006,Delaware,TBI,32,0,NA,12,NA,16,32,NA,NA,NA
2006,Delaware,DD,0,0,0,0,0,0,0,NA,NA,NA
2006,Delaware,All disabilities,17153,NA,NA,6739,1467,8732,17153,NA,NA,NA
2007,Delaware,ID,1916,NA,NA,1016,162,714,1892,NA,NA,NA
2007,Delaware,HI,266,0,12,77,38,139,266,NA,NA,NA
2007,Delaware,SLI,1679,NA,NA,379,111,1146,1636,NA,NA,NA
2007,Delaware,VI,41,0,NA,11,NA,25,36,NA,NA,NA
2007,Delaware,ED,864,8,9,350,44,453,864,NA,NA,NA
2007,Delaware,OI,372,NA,NA,102,37,226,365,NA,NA,NA
2007,Delaware,OHI,2044,9,8,676,111,1240,2044,NA,NA,NA
2007,Delaware,SLD,9230,30,74,3999,1014,4113,9230,NA,NA,NA
2007,Delaware,DB,49,NA,NA,15,9,22,46,NA,NA,NA
2007,Delaware,MI,0,0,0,0,0,0,0,NA,NA,NA
2007,Delaware,Aut,644,NA,NA,172,23,429,624,NA,NA,NA
2007,Delaware,TBI,38,0,NA,15,NA,17,32,NA,NA,NA
2007,Delaware,DD,28,0,NA,8,NA,15,23,NA,NA,NA
2007,Delaware,All disabilities,17171,56,195,6820,1561,8539,17171,NA,NA,NA
2008,Delaware,ID,1831,NA,NA,965,164,676,1831,NA,NA,NA
2008,Delaware,HI,256,0,11,69,36,140,256,NA,NA,NA
2008,Delaware,SLI,1476,NA,NA,337,102,991,1476,NA,NA,NA
2008,Delaware,VI,47,0,NA,15,NA,24,47,NA,NA,NA
2008,Delaware,ED,781,NA,NA,327,38,408,781,NA,NA,NA
2008,Delaware,OI,373,NA,NA,103,46,219,373,NA,NA,NA
2008,Delaware,OHI,2100,8,13,694,117,1268,2100,NA,NA,NA
2008,Delaware,SLD,9060,29,79,3947,1065,3940,9060,NA,NA,NA
2008,Delaware,DB,55,NA,NA,17,10,25,55,NA,NA,NA
2008,Delaware,MI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008,Delaware,Aut,732,NA,29,193,NA,482,732,NA,NA,NA
2008,Delaware,TBI,42,0,NA,16,NA,19,42,NA,NA,NA
2008,Delaware,DD,94,0,NA,37,NA,48,94,NA,NA,NA
2008,Delaware,All disabilities,16847,56,207,6720,1624,8240,16847,NA,NA,NA
2009,Delaware,ID,1761,NA,NA,914,171,649,1761,NA,NA,NA
2009,Delaware,HI,246,NA,NA,64,35,135,246,NA,NA,NA
2009,Delaware,SLI,1366,6,32,314,106,908,1366,NA,NA,NA
2009,Delaware,VI,54,0,NA,20,NA,26,NA,NA,NA,NA
2009,Delaware,ED,791,NA,NA,343,45,394,791,NA,NA,NA
2009,Delaware,OI,334,NA,NA,90,40,194,334,NA,NA,NA
2009,Delaware,OHI,2111,NA,NA,695,130,1256,2111,NA,NA,NA
2009,Delaware,SLD,8980,25,83,3965,1058,3849,8980,NA,NA,NA
2009,Delaware,DB,52,NA,NA,14,11,25,NA,NA,NA,NA
2009,Delaware,MI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,Delaware,Aut,816,NA,35,210,NA,539,816,NA,NA,NA
2009,Delaware,TBI,43,0,NA,19,6,17,NA,NA,NA,NA
2009,Delaware,DD,222,0,5,93,22,102,222,NA,NA,NA
2009,Delaware,All disabilities,16776,NA,NA,6741,1661,8094,16776,NA,NA,NA
2010,Delaware,ID,1612,8,26,809,169,583,1612,17,NA,NA
2010,Delaware,HI,217,NA,7,63,36,106,217,NA,NA,NA
2010,Delaware,SLI,1414,12,27,344,119,885,1414,27,NA,NA
2010,Delaware,VI,56,0,0,18,7,31,56,0,NA,NA
2010,Delaware,ED,709,NA,0,324,42,328,NA,12,NA,NA
2010,Delaware,OI,295,NA,0,84,40,161,295,0,NA,NA
2010,Delaware,OHI,2097,9,18,691,146,1203,2097,30,NA,NA
2010,Delaware,SLD,8755,43,86,3814,1103,3607,8755,102,NA,NA
2010,Delaware,DB,49,NA,0,14,10,23,49,0,NA,NA
2010,Delaware,MI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,Delaware,Aut,841,NA,34,203,47,544,841,NA,NA,NA
2010,Delaware,TBI,50,0,0,16,9,24,NA,0,NA,NA
2010,Delaware,DD,390,NA,6,150,57,172,390,NA,NA,NA
2010,Delaware,All disabilities,16485,NA,216,6530,1785,7667,16485,205,NA,NA
2011,Delaware,ID,1600,8,26,774,175,598,1600,19,NA,NA
2011,Delaware,HI,224,NA,7,65,38,108,224,NA,NA,NA
2011,Delaware,SLI,1492,NA,27,359,154,909,1492,29,NA,NA
2011,Delaware,VI,62,0,0,22,NA,32,62,NA,NA,NA
2011,Delaware,ED,724,NA,0,334,52,318,NA,16,NA,NA
2011,Delaware,OI,246,NA,9,73,29,133,246,NA,NA,NA
2011,Delaware,OHI,2162,11,17,746,165,1189,2162,34,NA,NA
2011,Delaware,SLD,8764,NA,79,3851,1182,3501,8764,108,NA,NA
2011,Delaware,DB,56,NA,0,16,13,25,56,0,NA,NA
2011,Delaware,MI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,Delaware,Aut,947,5,44,222,68,596,947,12,NA,NA
2011,Delaware,TBI,59,0,0,20,NA,28,NA,0,NA,NA
2011,Delaware,DD,600,NA,10,228,107,230,600,22,NA,NA
2011,Delaware,All disabilities,16936,NA,222,6710,2000,7667,16936,246,NA,NA
2012,Delaware,All disabilities,16920,82,247,6693,2131,7500,16920,267,973,15947
2012,Delaware,Aut,1019,6,50,242,80,625,1019,16,NA,NA
2012,Delaware,DB,57,1,1,15,14,25,57,1,NA,NA
2012,Delaware,DD,719,3,16,240,119,318,719,23,NA,NA
2012,Delaware,ED,745,4,3,354,48,317,745,19,NA,NA
2012,Delaware,HI,216,2,7,64,40,98,216,5,NA,NA
2012,Delaware,ID,1536,6,26,731,178,579,1536,16,NA,NA
2012,Delaware,MI,0,NA,NA,NA,NA,NA,0,NA,NA,NA
2012,Delaware,OI,232,0,6,66,31,128,232,1,NA,NA
2012,Delaware,OHI,2079,9,16,741,160,1116,2079,37,NA,NA
2012,Delaware,SLD,8674,43,82,3882,1273,3271,8674,123,NA,NA
2012,Delaware,SLI,1520,8,39,321,170,957,1520,25,NA,NA
2012,Delaware,TBI,65,0,1,21,10,33,65,0,NA,NA
2012,Delaware,VI,58,0,0,16,8,33,58,1,NA,NA
2013,Delaware,All disabilities,16902,89,230,6651,2299,7338,16902,295,1164,15738
2013,Delaware,Aut,1092,9,48,280,92,643,1092,20,32,1060
2013,Delaware,DB,52,1,1,15,17,17,52,1,1,51
2013,Delaware,DD,870,2,11,290,185,363,870,19,165,705
2013,Delaware,ED,684,2,2,321,50,294,684,15,18,666
2013,Delaware,HI,195,2,6,57,37,90,195,3,19,176
2013,Delaware,ID,1484,8,28,692,183,556,1484,17,91,1393
2013,Delaware,MI,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
2013,Delaware,OI,217,0,5,68,32,111,217,1,12,205
2013,Delaware,OHI,2125,12,15,728,177,1147,2125,46,52,2073
2013,Delaware,SLD,8561,44,70,3827,1315,3161,8561,144,657,7904
2013,Delaware,SLI,1498,9,41,333,192,894,1498,29,111,1387
2013,Delaware,TBI,71,0,2,26,9,34,71,0,4,67
2013,Delaware,VI,53,0,1,14,10,28,53,0,2,51
2014,Delaware,All disabilities,17839,83,258,6821,2556,7664,17839,457,1355,16484
2014,Delaware,Aut,1243,7,58,332,115,706,1243,25,39,1204
2014,Delaware,DB,50,0,1,15,15,19,50,0,0,50
2014,Delaware,DD,980,4,16,342,219,376,980,23,201,779
2014,Delaware,ED,745,0,4,349,52,317,745,23,15,730
2014,Delaware,HI,195,3,3,52,52,80,195,5,23,172
2014,Delaware,ID,1487,4,29,681,192,558,1487,23,128,1359
2014,Delaware,MI,0,NA,NA,NA,NA,NA,0,NA,NA,NA
2014,Delaware,OI,204,0,8,56,33,105,204,2,11,193
2014,Delaware,OHI,2321,9,18,824,204,1204,2321,62,54,2267
2014,Delaware,SLD,8831,48,74,3752,1442,3276,8831,239,740,8091
2014,Delaware,SLI,1667,8,45,388,211,965,1667,50,137,1530
2014,Delaware,TBI,67,0,2,18,10,33,67,4,5,62
2014,Delaware,VI,49,0,0,12,11,25,49,1,2,47
2015,Delaware,All disabilities,18712,80,273,7055,2823,7915,18712,566,1592,17120
2015,Delaware,Aut,1434,7,61,379,135,813,1434,39,58,1376
2015,Delaware,DB,44,0,1,9,13,20,44,1,0,44
2015,Delaware,DD,1066,4,17,405,231,373,1066,36,229,837
2015,Delaware,ED,821,1,2,373,58,356,821,31,20,801
2015,Delaware,HI,199,1,4,56,50,81,199,7,27,172
2015,Delaware,ID,1488,5,26,713,199,520,1488,25,140,1348
2015,Delaware,MI,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
2015,Delaware,OI,204,0,10,56,36,100,204,2,9,195
2015,Delaware,OHI,2482,8,21,866,250,1254,2482,83,86,2396
2015,Delaware,SLD,9135,46,76,3793,1615,3335,9135,270,867,8268
2015,Delaware,SLI,1707,8,49,377,215,992,1707,66,148,1559
2015,Delaware,TBI,66,0,2,14,10,37,66,3,6,60
2015,Delaware,VI,66,0,4,14,11,34,66,3,2,64
2016,Delaware,All disabilities,19137,87,292,7186,2966,7982,19137,624,1734,17403
2016,Delaware,Aut,1519,8,61,410,156,843,1519,41,69,1450
2016,Delaware,DB,47,0,2,12,14,19,47,0,0,47
2016,Delaware,DD,1081,2,26,383,226,396,1081,48,226,855
2016,Delaware,ED,936,6,3,439,68,383,936,37,22,914
2016,Delaware,HI,193,1,6,50,50,81,193,5,26,167
2016,Delaware,ID,1488,7,27,697,206,524,1488,27,148,1340
2016,Delaware,MI,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
2016,Delaware,OI,201,0,10,52,40,96,201,3,13,188
2016,Delaware,OHI,2605,12,28,919,253,1298,2605,95,100,2505
2016,Delaware,SLD,9283,44,74,3825,1720,3319,9283,301,981,8302
2016,Delaware,SLI,1661,7,51,370,209,960,1661,64,140,1521
2016,Delaware,TBI,64,0,1,15,14,32,64,2,7,57
2016,Delaware,VI,59,0,3,14,10,31,59,1,2,57
2017,Delaware,All disabilities,20580,85,315,7769,3312,8378,20580,721,1998,18582
2017,Delaware,Aut,1762,9,67,496,194,948,1762,48,83,1679
2017,Delaware,DB,47,0,2,15,11,19,47,0,0,47
2017,Delaware,DD,1238,0,29,424,260,470,1238,55,255,983
2017,Delaware,ED,1037,5,6,473,88,420,1037,45,23,1014
2017,Delaware,HI,201,2,7,48,53,85,201,6,34,167
2017,Delaware,ID,1558,9,29,755,241,490,1558,34,140,1418
2017,Delaware,MI,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
2017,Delaware,OI,191,0,9,47,39,93,191,3,15,176
2017,Delaware,OHI,2833,10,25,1021,280,1389,2833,108,107,2726
2017,Delaware,SLD,9826,45,82,4072,1890,3391,9826,346,1174,8652
2017,Delaware,SLI,1755,5,55,384,231,1008,1755,72,161,1594
2017,Delaware,TBI,66,0,1,19,12,32,66,2,5,61
2017,Delaware,VI,66,0,3,15,13,33,66,2,1,65
2018,Delaware,All disabilities,21581,78,316,8068,3563,8730,21581,826,2209,19372
2018,Delaware,Aut,1947,6,82,564,234,996,1947,65,88,1859
2018,Delaware,DB,44,0,2,10,12,20,44,0,0,44
2018,Delaware,DD,1278,1,22,442,247,500,1278,66,236,1042
2018,Delaware,ED,1152,6,6,509,111,465,1152,55,30,1122
2018,Delaware,HI,210,2,10,48,59,81,210,10,38,172
2018,Delaware,ID,1559,4,24,748,245,505,1559,33,115,1444
2018,Delaware,MI,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
2018,Delaware,OI,181,1,8,50,30,90,181,2,12,169
2018,Delaware,OHI,3004,16,22,1099,300,1441,3004,126,114,2890
2018,Delaware,SLD,10178,35,82,4175,2031,3472,10178,383,1365,8813
2018,Delaware,SLI,1891,7,55,383,270,1094,1891,82,202,1689
2018,Delaware,TBI,72,0,1,25,13,31,72,2,7,65
2018,Delaware,VI,65,0,2,15,11,35,65,2,2,63
2005,District Of Columbia,ID,1263,0,0,1213,NA,NA,1263,NA,NA,NA
2005,District Of Columbia,HI,45,0,0,35,NA,NA,45,NA,NA,NA
2005,District Of Columbia,SLI,1132,0,NA,974,90,NA,1132,NA,NA,NA
2005,District Of Columbia,VI,23,0,0,NA,NA,NA,23,NA,NA,NA
2005,District Of Columbia,ED,1787,0,0,1725,39,23,1787,NA,NA,NA
2005,District Of Columbia,OI,NA,0,0,50,NA,NA,NA,NA,NA,NA
2005,District Of Columbia,OHI,397,0,0,340,32,25,397,NA,NA,NA
2005,District Of Columbia,SLD,5384,NA,NA,4771,383,206,5384,NA,NA,NA
2005,District Of Columbia,DB,NA,0,0,NA,0,0,NA,NA,NA,NA
2005,District Of Columbia,MI,764,0,8,675,50,31,764,NA,NA,NA
2005,District Of Columbia,Aut,212,NA,NA,177,10,NA,212,NA,NA,NA
2005,District Of Columbia,TBI,NA,0,0,NA,0,0,NA,NA,NA,NA
2005,District Of Columbia,DD,148,0,NA,140,NA,5,148,NA,NA,NA
2005,District Of Columbia,All disabilities,11231,NA,NA,10141,661,383,11231,NA,NA,NA
2006,District Of Columbia,ID,1201,0,0,1155,NA,NA,1201,NA,NA,NA
2006,District Of Columbia,HI,53,0,0,42,NA,NA,53,NA,NA,NA
2006,District Of Columbia,SLI,872,0,NA,750,61,NA,872,NA,NA,NA
2006,District Of Columbia,VI,23,0,0,NA,NA,0,23,NA,NA,NA
2006,District Of Columbia,ED,1580,0,NA,1534,28,NA,1580,NA,NA,NA
2006,District Of Columbia,OI,NA,0,0,NA,NA,0,NA,NA,NA,NA
2006,District Of Columbia,OHI,461,0,NA,400,NA,NA,461,NA,NA,NA
2006,District Of Columbia,SLD,4987,NA,NA,4440,355,173,4987,NA,NA,NA
2006,District Of Columbia,DB,NA,0,0,NA,0,0,NA,NA,NA,NA
2006,District Of Columbia,MI,774,0,5,696,43,30,774,NA,NA,NA
2006,District Of Columbia,Aut,219,0,NA,182,NA,NA,219,NA,NA,NA
2006,District Of Columbia,TBI,NA,0,0,NA,0,0,NA,NA,NA,NA
2006,District Of Columbia,DD,130,0,NA,120,NA,6,130,NA,NA,NA
2006,District Of Columbia,All disabilities,10359,NA,NA,9394,588,340,10359,NA,NA,NA
2007,District Of Columbia,ID,1070,0,0,1032,NA,NA,1032,NA,NA,NA
2007,District Of Columbia,HI,59,0,0,45,NA,NA,45,NA,NA,NA
2007,District Of Columbia,SLI,1021,0,10,826,112,73,1021,NA,NA,NA
2007,District Of Columbia,VI,26,0,0,NA,NA,0,0,NA,NA,NA
2007,District Of Columbia,ED,1614,0,NA,1570,25,NA,1595,NA,NA,NA
2007,District Of Columbia,OI,NA,0,0,NA,NA,0,0,NA,NA,NA
2007,District Of Columbia,OHI,473,NA,NA,413,31,26,470,NA,NA,NA
2007,District Of Columbia,SLD,4608,NA,NA,4094,313,182,4589,NA,NA,NA
2007,District Of Columbia,DB,NA,NA,0,NA,0,0,0,NA,NA,NA
2007,District Of Columbia,MI,825,0,NA,727,50,NA,777,NA,NA,NA
2007,District Of Columbia,Aut,245,0,NA,198,NA,26,224,NA,NA,NA
2007,District Of Columbia,TBI,NA,0,0,17,NA,NA,17,NA,NA,NA
2007,District Of Columbia,DD,292,0,NA,250,21,NA,271,NA,NA,NA
2007,District Of Columbia,All disabilities,10296,NA,NA,9233,628,389,10250,NA,NA,NA
2008,District Of Columbia,ID,991,0,NA,947,40,NA,991,NA,NA,NA
2008,District Of Columbia,HI,49,0,NA,36,8,NA,49,NA,NA,NA
2008,District Of Columbia,SLI,832,NA,NA,650,113,NA,832,NA,NA,NA
2008,District Of Columbia,VI,NA,0,0,NA,NA,0,NA,NA,NA,NA
2008,District Of Columbia,ED,1493,0,NA,1448,26,NA,1493,NA,NA,NA
2008,District Of Columbia,OI,NA,0,0,NA,NA,0,NA,NA,NA,NA
2008,District Of Columbia,OHI,501,0,NA,446,28,NA,501,NA,NA,NA
2008,District Of Columbia,SLD,4624,0,22,4070,359,173,4624,NA,NA,NA
2008,District Of Columbia,DB,0,0,0,0,0,0,0,NA,NA,NA
2008,District Of Columbia,MI,1024,0,NA,909,75,NA,1024,NA,NA,NA
2008,District Of Columbia,Aut,312,0,NA,257,NA,NA,312,NA,NA,NA
2008,District Of Columbia,TBI,25,0,0,22,NA,NA,25,NA,NA,NA
2008,District Of Columbia,DD,232,0,NA,191,28,NA,232,NA,NA,NA
2008,District Of Columbia,All disabilities,10128,NA,NA,9015,702,NA,10128,NA,NA,NA
2009,District Of Columbia,ID,979,0,NA,932,43,NA,NA,NA,NA,NA
2009,District Of Columbia,HI,43,0,0,32,6,NA,NA,NA,NA,NA
2009,District Of Columbia,SLI,747,0,11,593,105,38,747,NA,NA,NA
2009,District Of Columbia,VI,17,0,0,12,NA,NA,17,NA,NA,NA
2009,District Of Columbia,ED,1588,NA,NA,1540,29,NA,1588,NA,NA,NA
2009,District Of Columbia,OI,20,0,0,18,NA,0,NA,NA,NA,NA
2009,District Of Columbia,OHI,700,0,5,607,51,37,700,NA,NA,NA
2009,District Of Columbia,SLD,4644,0,19,4064,403,158,4644,NA,NA,NA
2009,District Of Columbia,DB,0,0,0,0,0,0,0,NA,NA,NA
2009,District Of Columbia,MI,1339,0,NA,1202,78,NA,1339,NA,NA,NA
2009,District Of Columbia,Aut,369,0,NA,292,NA,NA,369,NA,NA,NA
2009,District Of Columbia,TBI,33,0,0,31,NA,0,NA,NA,NA,NA
2009,District Of Columbia,DD,209,0,NA,169,24,NA,209,NA,NA,NA
2009,District Of Columbia,All disabilities,10688,NA,NA,9492,770,NA,10688,NA,NA,NA
2010,District Of Columbia,ID,933,0,0,869,55,NA,933,5,NA,NA
2010,District Of Columbia,HI,42,0,0,32,NA,NA,NA,0,NA,NA
2010,District Of Columbia,SLI,737,0,11,559,117,44,737,6,NA,NA
2010,District Of Columbia,VI,18,0,0,13,NA,NA,NA,0,NA,NA
2010,District Of Columbia,ED,1560,NA,NA,1491,41,NA,1560,NA,NA,NA
2010,District Of Columbia,OI,16,0,0,15,NA,0,NA,0,NA,NA
2010,District Of Columbia,OHI,927,NA,5,803,57,56,927,NA,NA,NA
2010,District Of Columbia,SLD,4658,NA,17,4027,434,161,4658,11,NA,NA
2010,District Of Columbia,DB,0,0,0,0,0,0,0,0,NA,NA
2010,District Of Columbia,MI,1395,0,NA,1261,66,NA,1395,5,NA,NA
2010,District Of Columbia,Aut,423,0,NA,319,32,63,NA,NA,NA,NA
2010,District Of Columbia,TBI,27,0,0,23,NA,0,NA,0,NA,NA
2010,District Of Columbia,DD,254,0,0,202,40,10,254,NA,NA,NA
2010,District Of Columbia,All disabilities,10990,8,52,9614,857,421,10990,38,NA,NA
2011,District Of Columbia,ID,876,0,0,813,53,NA,NA,NA,NA,NA
2011,District Of Columbia,HI,39,0,0,32,5,NA,39,NA,NA,NA
2011,District Of Columbia,SLI,794,0,0,605,111,66,794,NA,NA,NA
2011,District Of Columbia,VI,NA,0,0,NA,NA,NA,NA,0,NA,NA
2011,District Of Columbia,ED,1475,NA,0,1409,45,18,1475,NA,NA,NA
2011,District Of Columbia,OI,NA,0,0,NA,0,0,NA,0,NA,NA
2011,District Of Columbia,OHI,1115,NA,0,958,81,61,1115,9,NA,NA
2011,District Of Columbia,SLD,4522,NA,19,3886,476,124,NA,13,NA,NA
2011,District Of Columbia,DB,0,0,0,0,0,0,0,0,NA,NA
2011,District Of Columbia,MI,1398,0,0,1237,73,79,1398,NA,NA,NA
2011,District Of Columbia,Aut,489,0,NA,362,42,NA,489,NA,NA,NA
2011,District Of Columbia,TBI,30,0,0,25,NA,0,30,0,NA,NA
2011,District Of Columbia,DD,342,0,0,269,56,NA,342,NA,NA,NA
2011,District Of Columbia,All disabilities,11105,NA,42,9616,949,447,11105,43,NA,NA
2012,District Of Columbia,All disabilities,11035,9,53,9385,1071,450,11035,67,610,10425
2012,District Of Columbia,Aut,564,0,11,423,48,80,564,2,NA,NA
2012,District Of Columbia,DB,0,0,0,0,0,0,0,0,NA,NA
2012,District Of Columbia,DD,445,0,0,341,80,16,445,8,NA,NA
2012,District Of Columbia,ED,1326,0,2,1261,43,15,1326,5,NA,NA
2012,District Of Columbia,HI,38,0,0,30,5,3,38,0,NA,NA
2012,District Of Columbia,ID,832,0,3,763,58,3,832,5,NA,NA
2012,District Of Columbia,MI,1351,1,2,1188,74,76,1351,10,NA,NA
2012,District Of Columbia,OI,15,0,0,15,0,0,15,0,NA,NA
2012,District Of Columbia,OHI,1290,1,6,1108,90,73,1290,12,NA,NA
2012,District Of Columbia,SLD,4302,6,18,3591,545,121,4302,21,NA,NA
2012,District Of Columbia,SLI,826,1,10,631,122,58,826,4,NA,NA
2012,District Of Columbia,TBI,31,0,1,24,4,2,31,0,NA,NA
2012,District Of Columbia,VI,15,0,0,10,2,3,15,0,NA,NA
2013,District Of Columbia,All disabilities,10333,9,69,8582,1153,448,10333,72,626,9707
2013,District Of Columbia,Aut,634,1,13,473,51,83,634,13,36,598
2013,District Of Columbia,DB,NA,0,0,0,0,0,0,0,0,0
2013,District Of Columbia,DD,450,1,2,335,90,18,450,4,64,386
2013,District Of Columbia,ED,991,0,1,932,35,18,991,5,14,977
2013,District Of Columbia,HI,39,0,2,27,7,3,39,0,5,34
2013,District Of Columbia,ID,716,0,4,647,58,3,716,4,44,672
2013,District Of Columbia,MI,1190,1,3,1035,73,69,1190,9,44,1146
2013,District Of Columbia,OI,14,0,0,14,0,0,14,0,1,13
2013,District Of Columbia,OHI,1376,0,10,1165,112,80,1376,9,56,1320
2013,District Of Columbia,SLD,4025,4,25,3292,565,119,4025,20,258,3767
2013,District Of Columbia,SLI,861,2,8,634,157,53,861,7,101,760
2013,District Of Columbia,TBI,25,0,1,20,3,0,25,1,2,23
2013,District Of Columbia,VI,12,0,0,8,2,2,12,0,1,11
2014,District Of Columbia,All disabilities,10743,13,84,8821,1254,497,10743,74,988,9755
2014,District Of Columbia,Aut,685,0,16,516,58,85,685,10,52,633
2014,District Of Columbia,DB,1,0,0,1,0,0,1,0,0,1
2014,District Of Columbia,DD,538,1,3,390,108,31,538,5,108,430
2014,District Of Columbia,ED,1002,0,2,936,39,19,1002,6,20,982
2014,District Of Columbia,HI,31,0,2,19,7,3,31,0,5,26
2014,District Of Columbia,ID,733,0,7,651,66,5,733,4,60,673
2014,District Of Columbia,MI,1276,3,9,1089,84,80,1276,11,56,1220
2014,District Of Columbia,OI,12,0,0,12,0,0,12,0,0,12
2014,District Of Columbia,OHI,1542,0,9,1306,124,92,1542,11,86,1456
2014,District Of Columbia,SLD,3944,7,27,3194,572,125,3944,19,430,3514
2014,District Of Columbia,SLI,934,2,8,672,191,53,934,8,167,767
2014,District Of Columbia,TBI,26,0,1,22,2,1,26,0,2,24
2014,District Of Columbia,VI,19,0,0,13,3,3,19,0,2,17
