Created,1/19/2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Updated,10/18/2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revised,3/22/2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Year,State,Disability,Age 3,Age 4,Age 5,Age 3 to 5,American Indian or Alaska Native Age 3 to 5,Asian or Pacific Islander Age 3 to 5,Black (not Hispanic) Age 3 to 5,Hispanic Age 3 to 5,White (not Hispanic) Age 3 to 5,Age 6,Age 7,Age 8,Age 9,Age 10,Age 11,Age 6 to 11,Age 12,Age 13,Age 14,Age 15,Age 16,Age 17,Age 12 to 17,Age 18,Age 19,Age 20,Age 21,Age 18 to 21,Age 6 to 21,American Indian or Alaska Native Age 6 to 21,Asian or Pacific Islander Age 6 to 21,Black (not Hispanic) Age 6 to 21,Hispanic Age 6 to 21,White (not Hispanic) Age 6 to 21,"Ages3_21
Total "
2007,Kentucky                                          ,Visual impairments                 ,15,31,33,79,0,         x,         x,         x,72,30,45,36,41,30,33,215,53,30,41,42,32,35,233,         x,         x,0,0,14,462,         x,         x,         x,         x,421,541
2007,Kentucky                                          ,Emotional disturbance              ,         x,0,         x,13,0,0,         x,         x,9,75,170,265,366,427,499,"1,802",550,597,643,652,643,517,"3,602",194,24,6,0,224,"5,628",8,7,"1,352",55,"4,206","5,641"
2007,Kentucky                                          ,Orthopedic impairments             ,32,37,35,104,0,         x,11,         x,91,32,37,32,37,31,36,205,52,40,26,29,25,36,208,         x,         x,         x,         x,25,438,         x,         x,36,9,386,542
2007,Kentucky                                          ,Other health impairments           ,28,57,72,157,0,0,10,0,147,200,508,790,"1,438","1,612","1,662","6,210","1,602","1,585","1,471","1,422","1,271","1,069","8,420",500,77,6,0,583,"15,213",23,36,"1,894",152,"13,108","15,370"
2007,Kentucky                                          ,Specific learning disabilities     ,0,         x,         x,5,0,0,0,0,5,21,172,443,"1,008","1,148","1,278","4,070","1,328","1,432","1,440","1,541","1,485","1,437","8,663",852,138,5,0,995,"13,728",26,36,"1,429",345,"11,892","13,733"
2007,Kentucky                                          ,Deaf-blindness                     ,0,0,0,0,0,0,0,0,0,         x,         x,0,         x,0,         x,         x,0,0,         x,         x,0,         x,         x,0,0,0,0,0,10,0,0,         x,         x,8,10
2007,Kentucky                                          ,Multiple disabilities              ,25,28,55,108,0,         x,7,         x,95,99,116,184,244,279,305,"1,227",361,329,371,408,397,359,"2,225",195,86,46,8,335,"3,787",9,10,351,44,"3,373","3,895"
2007,Kentucky                                          ,Autism                             ,72,118,161,351,0,         x,34,         x,306,188,263,211,251,202,222,"1,337",178,171,177,168,146,117,957,71,29,         x,         x,127,"2,421",         x,35,272,         x,"2,089","2,772"
2007,Kentucky                                          ,Traumatic brain injury             ,         x,         x,8,13,0,0,         x,         x,9,         x,         x,9,         x,12,         x,         x,22,19,         x,         x,27,         x,         x,23,         x,         x,0,27,244,0,         x,35,         x,204,257
2007,Kentucky                                          ,Developmental delay                ,"2,031","3,577","3,406","9,014",15,55,922,233,"7,789","3,384","3,224","2,235",0,0,0,"8,843",         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,"8,843",16,44,"1,206",207,"7,370","17,857"
2007,Kentucky                                          ,All disabilities                   ,"4,389","7,620","8,582","20,591",27,131,"1,710",449,"18,274","9,271","9,322","8,373","7,611","7,100","6,895","48,572","6,407","6,287","6,151","6,246","5,835","5,295","36,221","2,874",667,233,29,"3,803","88,596",138,370,"10,963","1,467","75,658","109,187"
2007,Louisiana                                         ,Mental retardation                 ,22,35,52,109,         x,         x,54,5,48,113,159,301,551,620,634,"2,378",718,751,843,902,854,788,"4,856",578,306,161,114,"1,159","8,393",50,38,"5,558",63,"2,684","8,502"
2007,Louisiana                                         ,Hearing impairments                ,23,40,59,122,         x,         x,48,         x,66,57,72,84,93,96,80,482,100,88,98,95,91,77,549,57,19,         x,         x,86,"1,117",15,15,451,31,605,"1,239"
2007,Louisiana                                         ,Speech or language impairments     ,583,"1,480","2,846","4,909",43,47,"1,490",81,"3,248","3,760","3,846","3,358","2,707","1,976","1,314","16,961",868,684,424,273,164,102,"2,515",45,         x,         x,0,49,"19,525",162,170,"7,281",377,"11,535","24,434"
2007,Louisiana                                         ,Visual impairments                 ,         x,         x,23,53,         x,0,         x,0,33,25,35,25,39,34,28,186,40,42,29,34,26,21,192,18,10,         x,         x,31,409,         x,         x,160,9,231,462
2007,Louisiana                                         ,Emotional disturbance              ,         x,0,         x,         x,0,0,         x,0,         x,         x,         x,76,114,142,187,561,242,298,331,374,397,275,"1,917",108,33,24,21,186,"2,664",         x,         x,"1,653",26,967,         x
2007,Louisiana                                         ,Orthopedic impairments             ,24,46,55,125,         x,         x,47,0,74,58,72,73,88,99,79,469,83,96,85,75,97,78,514,35,17,         x,         x,65,"1,048",14,7,403,17,607,"1,173"
2007,Louisiana                                         ,Other health impairments           ,48,74,88,210,         x,         x,69,5,132,146,260,443,819,872,936,"3,476",946,"1,041","1,021",941,845,637,"5,431",305,69,         x,         x,395,"9,302",56,27,"3,458",94,"5,667","9,512"
2007,Louisiana                                         ,Specific learning disabilities     ,         x,0,         x,         x,         x,0,0,0,         x,22,218,700,"1,673","2,147","2,401","7,161","2,768","2,871","3,033","3,093","2,989","2,521","17,275","1,443",475,72,43,"2,033","26,469",258,67,"15,049",385,"10,710",         x
2007,Louisiana                                         ,Deaf-blindness                     ,0,0,0,0,0,0,0,0,0,         x,0,0,0,         x,0,         x,0,         x,         x,0,0,0,         x,         x,         x,0,0,         x,6,0,0,         x,0,         x,6
2007,Louisiana                                         ,Multiple disabilities              ,26,34,27,87,0,0,44,         x,         x,45,52,58,61,70,77,363,82,69,56,86,74,64,431,71,37,37,37,182,976,6,10,411,14,535,"1,063"
2007,Louisiana                                         ,Autism                             ,64,131,125,320,0,7,123,11,179,181,203,203,210,191,188,"1,176",158,148,179,142,121,106,854,82,58,45,25,210,"2,240",         x,42,881,         x,"1,278","2,560"
2007,Louisiana                                         ,Traumatic brain injury             ,         x,         x,         x,7,0,0,         x,0,         x,         x,         x,15,8,         x,18,         x,17,         x,         x,28,28,26,         x,         x,5,         x,         x,         x,234,0,         x,         x,         x,         x,241
2007,Louisiana                                         ,Developmental delay                ,870,"1,496","1,838","4,204",35,27,"2,110",65,"1,967","1,960","2,039","1,612",8,0,0,"5,619",         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,"5,619",67,28,"2,942",77,"2,505","9,823"
2007,Louisiana                                         ,All disabilities                   ,"1,680","3,351","5,120","10,151",85,89,"4,008",174,"5,795","6,383","6,993","6,948","6,371","6,265","5,942","38,902","6,022","6,109","6,122","6,043","5,686","4,695","34,677","2,756","1,033",380,254,"4,423","78,002",649,414,"38,369","1,133","37,437","88,153"
2007,Maine                                             ,Mental retardation                 ,         x,         x,12,15,0,0,0,0,15,35,31,30,43,43,66,248,55,70,72,63,81,96,437,65,         x,         x,0,98,783,         x,         x,24,         x,739,798
2007,Maine                                             ,Hearing impairments                ,12,8,15,35,         x,         x,         x,         x,27,19,17,18,29,19,24,126,15,27,10,28,21,16,117,         x,         x,0,0,13,256,0,         x,7,         x,242,291
2007,Maine                                             ,Speech or language impairments     ,462,741,966,"2,169",28,22,36,25,"2,058","1,152","1,187",869,703,559,438,"4,908",302,312,228,222,195,176,"1,435",85,15,0,0,100,"6,443",63,117,133,96,"6,034","8,612"
2007,Maine                                             ,Visual impairments                 ,         x,         x,         x,7,0,0,0,         x,         x,         x,         x,6,         x,7,         x,         x,7,         x,7,7,8,         x,         x,         x,         x,0,0,         x,74,         x,         x,         x,         x,65,81
2007,Maine                                             ,Emotional disturbance              ,10,35,47,92,         x,0,         x,         x,84,86,99,159,166,175,206,891,233,280,311,340,346,278,"1,788",138,29,5,0,172,"2,851",47,15,83,33,"2,673","2,943"
2007,Maine                                             ,Orthopedic impairments             ,6,8,6,20,0,0,         x,0,         x,         x,6,6,         x,         x,         x,         x,         x,         x,5,         x,         x,         x,         x,         x,         x,0,0,         x,51,0,0,         x,         x,46,71
2007,Maine                                             ,Other health impairments           ,21,46,88,155,         x,         x,5,         x,144,160,273,341,401,485,484,"2,144",509,534,515,508,499,438,"3,003",192,28,6,0,226,"5,373",58,40,138,68,"5,069","5,528"
2007,Maine                                             ,Specific learning disabilities     ,         x,         x,11,15,0,0,0,0,15,53,223,546,740,895,952,"3,409",986,936,"1,068","1,051","1,045","1,010","6,096",467,61,         x,         x,533,"10,038",115,61,225,109,"9,528","10,053"
2007,Maine                                             ,Deaf-blindness                     ,         x,0,         x,         x,         x,0,0,0,         x,0,0,         x,0,         x,0,         x,0,0,0,         x,         x,         x,         x,0,0,0,0,0,         x,         x,0,0,0,         x,         x
2007,Maine                                             ,Multiple disabilities              ,16,27,71,114,0,0,         x,         x,106,93,132,171,187,212,231,"1,026",246,268,272,294,281,309,"1,670",173,78,         x,         x,272,"2,968",29,18,60,34,"2,827","3,082"
2007,Maine                                             ,Autism                             ,93,132,165,390,         x,         x,6,10,369,175,160,173,156,153,130,947,126,111,99,106,91,64,597,36,         x,         x,0,56,"1,600",13,14,24,18,"1,531","1,990"
